chr	start	end	strand	pvalue	qvalue	meth.diff
1168	chr1	1568001	1568200	*	6.339963270247e-12	3.79919377402706e-10	-18.8255968758321
1173	chr1	1588401	1588600	*	1.42342298856274e-09	6.46678042630292e-08	-21.2530217566479
1174	chr1	1590201	1590400	*	0.00139519015062092	0.017565133157193	-10.0445632798574
1208	chr1	1631401	1631600	*	3.54241595475091e-22	4.70130495754316e-20	-40.1809954751131
1238	chr1	1664401	1664600	*	2.61849805661045e-09	1.14614378726176e-07	-19.2878215840399
1287	chr1	1755401	1755600	*	0.00123033657598629	0.0158343577211892	-11.129069498961
1293	chr1	1770401	1770600	*	2.38461453079624e-05	0.000515809527999155	-19.857781389679
1361	chr1	1886001	1886200	*	0.00335339165533307	0.0358706156646944	-12.0622747143186
1367	chr1	1905201	1905400	*	6.35347254723238e-09	2.635402225136e-07	-23.3992194384993
1373	chr1	1924801	1925000	*	3.94264459891365e-12	2.40905114769414e-10	-19.1876306951397
1374	chr1	1925001	1925200	*	4.03775707602344e-27	7.02193733049581e-25	-27.0669069610273
1419	chr1	1967001	1967200	*	5.91998956958036e-29	1.11988913407942e-26	-52.6968860391249
1420	chr1	1967201	1967400	*	1.09690109051477e-21	1.4156499895325e-19	-23.2356350389137
1428	chr1	1986601	1986800	*	1.01127652151057e-07	3.50041229234108e-06	-11.7045159921748
1437	chr1	2003601	2003800	*	8.62842592634248e-05	0.00161973565456454	-14.4926248444997
1438	chr1	2003801	2004000	*	4.56212054114596e-06	0.000116216305193162	-17.5738007380074
1533	chr1	2119801	2120000	*	8.57589694632595e-14	6.16253945008027e-12	-28.0105401844532
1611	chr1	2224201	2224400	*	0.000124249613528645	0.00223260429640971	-13.0323551542513
1651	chr1	2280201	2280400	*	3.7390918202991e-09	1.60385006820394e-07	-22.7825006014917
1664	chr1	2324801	2325000	*	0.00344333073522974	0.0366450833100376	-10.8810953526952
1665	chr1	2327801	2328000	*	4.74679999591445e-05	0.000952935099141174	-14.5224801645607
1666	chr1	2328001	2328200	*	1.08139866694093e-05	0.000254279219634829	-12.1509351096146
1676	chr1	2347201	2347400	*	0.000594041935865082	0.00858775949668354	-13.4136851096137
1677	chr1	2348401	2348600	*	9.6517973341064e-13	6.2620057056258e-11	-32.1690798051191
1682	chr1	2355401	2355600	*	1.15975954183402e-20	1.40480334468331e-18	-38.2855165937678
1690	chr1	2370001	2370200	*	4.06438806230854e-07	1.26393589671916e-05	-22.5705329153605
1713	chr1	2413401	2413600	*	7.20184893205185e-10	3.39304364118974e-08	-20.8950372029184
1714	chr1	2415001	2415200	*	6.81469967135794e-05	0.00131405460077745	-10.0684822060401
1715	chr1	2421201	2421400	*	3.98871853365533e-14	2.95423674160386e-12	-36.6959064327485
1752	chr1	2464201	2464400	*	0.000177554834374631	0.00304698844636991	-12.1112744543707
1763	chr1	2479801	2480000	*	5.64802184105504e-21	6.97732249714262e-19	-21.7187591368926
1782	chr1	2506401	2506600	*	3.73233874623555e-08	1.38487154319112e-06	-16.9157856361648
1792	chr1	2513201	2513400	*	8.13968758485392e-09	3.32092770565427e-07	-26.0613709628368
1820	chr1	2542201	2542400	*	0.00125805767549793	0.0161197794985916	-11.6779205094422
1845	chr1	2561401	2561600	*	2.02417440110023e-11	1.14807226271339e-09	-24.6846089150547
1846	chr1	2561601	2561800	*	2.7284212656469e-05	0.000581424555452419	-23.0884557721139
1872	chr1	2596201	2596400	*	7.13358043122383e-15	5.66225343906604e-13	-27.807486631016
1884	chr1	2621401	2621600	*	9.86396842169695e-16	8.36775346879869e-14	-20.1215197286547
1885	chr1	2621601	2621800	*	6.92205553398294e-19	7.40275001862608e-17	-23.5038418322759
1890	chr1	2624201	2624400	*	1.28935846706189e-07	4.37765620279131e-06	-12.328861369109
1903	chr1	2642601	2642800	*	7.94776311179269e-17	7.29958891084092e-15	-33.7058399423216
1947	chr1	2686201	2686400	*	0.000557004410685617	0.00813753739682797	-11.569319085659
1955	chr1	2695601	2695800	*	2.56564899339945e-06	6.87375548977357e-05	-12.872052570545
1956	chr1	2697201	2697400	*	1.05872387185011e-07	3.65057486205258e-06	-19.2105787759984
1962	chr1	2732601	2732800	*	1.96884582930649e-22	2.65546039187874e-20	-28.7104321284145
1984	chr1	2754201	2754400	*	5.62493630436765e-08	2.03116486949068e-06	-25.6279434850863
2016	chr1	2835001	2835200	*	5.55270839567696e-05	0.00109553956938606	-14.871673752165
2026	chr1	2861401	2861600	*	4.95144245950185e-10	2.38422123458364e-08	-29.0977443609023
2027	chr1	2861601	2861800	*	7.69942672473805e-13	5.05107530160081e-11	-34.8198573677873
2054	chr1	2919401	2919600	*	4.19652643285131e-13	2.83474123229228e-11	-12.4675918865335
2073	chr1	2939201	2939400	*	4.1529871250375e-07	1.28937981866103e-05	-12.3217592080318
2074	chr1	2943201	2943400	*	0.000403622774210937	0.00619402659504738	-12.3905936939787
2129	chr1	2969401	2969600	*	4.87028439413243e-05	0.000974940130953278	-11.0478284771853
2141	chr1	2987001	2987200	*	9.27829728978012e-07	2.70429817416423e-05	-18.2730923694779
2213	chr1	3078001	3078200	*	0.000134750987733268	0.00239718462031143	-10.9967352109931
2214	chr1	3079601	3079800	*	1.02750630924962e-08	4.13371681270371e-07	-19.9591928483738
2237	chr1	3115801	3116000	*	0.00476920887748387	0.0473304310737467	-10.4747268399648
2286	chr1	3162001	3162200	*	3.46169192343376e-15	2.81403163784318e-13	-40.8819211409396
2293	chr1	3170801	3171000	*	6.48344961289616e-10	3.07005276249178e-08	-27.6454238634108
2294	chr1	3171801	3172000	*	3.27219051051958e-09	1.41163053528247e-07	-24.8032632075967
2296	chr1	3172601	3172800	*	0.0035917903453095	0.0378796371560375	-12.4732905982906
2297	chr1	3172801	3173000	*	4.89347582405647e-30	9.87531795173003e-28	-38.6306415516598
2325	chr1	3184601	3184800	*	1.54377309356457e-05	0.000350140917081119	-18.3477237048666
2326	chr1	3185001	3185200	*	5.34418170322254e-09	2.24323025393658e-07	-27.1141250796963
2327	chr1	3185201	3185400	*	4.43470741696598e-14	3.26808610031437e-12	-28.9006949475435
2328	chr1	3185401	3185600	*	1.61683621419142e-30	3.35717180826023e-28	-48.8738314825271
2329	chr1	3185601	3185800	*	3.32928149849206e-07	1.05172272187984e-05	-20.4033214709371
2330	chr1	3187201	3187400	*	0.00168090874971514	0.0204934889185812	-14.20106411032
2333	chr1	3188201	3188400	*	1.02980834577223e-05	0.000243423174137771	-16.5349212127516
2335	chr1	3199001	3199200	*	0.000380614695955293	0.00588896983053135	-11.9033644272089
2336	chr1	3199201	3199400	*	1.02991272323568e-35	2.74949182162085e-33	-52.753976193583
2351	chr1	3218001	3218200	*	3.62742498125107e-28	6.62928604531589e-26	-31.5548171551004
2421	chr1	3278601	3278800	*	4.0835085904637e-46	1.88595612716229e-43	-50.1284238886394
2459	chr1	3308201	3308400	*	4.35613376493226e-05	0.000883615930010906	-11.2053968906239
2461	chr1	3309201	3309400	*	3.53748041968712e-05	0.000734092216617579	-17.1952780543308
2464	chr1	3311201	3311400	*	9.94164476037734e-09	4.00755991881481e-07	-21.995858752901
2488	chr1	3324201	3324400	*	3.2657213865176e-20	3.83642624038336e-18	-28.3852392360272
2495	chr1	3329201	3329400	*	0.000682441501529513	0.00965678139480664	-11.5254237288136
2518	chr1	3380201	3380400	*	3.31185443704529e-06	8.67177470595016e-05	-12.665587213211
2519	chr1	3380401	3380600	*	6.13662416929046e-10	2.91711065389691e-08	-19.9704006241109
2528	chr1	3394401	3394600	*	0.0013432137354215	0.0170335033950433	-12.3756264071465
2530	chr1	3397001	3397200	*	1.26345152902264e-06	3.59944390896029e-05	-18.8870390705253
2538	chr1	3399201	3399400	*	1.02791517978527e-22	1.40872262825571e-20	-39.2670157068063
2543	chr1	3403801	3404000	*	5.89174147134561e-05	0.00115432890179855	-12.4225173940544
2553	chr1	3417001	3417200	*	1.24330971261644e-20	1.50259100433038e-18	-48.1026066132449
2556	chr1	3421401	3421600	*	0.000786410902860315	0.0108854706559098	-13.8579681555587
2566	chr1	3443001	3443200	*	0.000244627495754963	0.00401922700636664	-16.4374060802219
2569	chr1	3450601	3450800	*	1.53068470962243e-15	1.27705672710164e-13	-16.761326250026
2586	chr1	3458201	3458400	*	5.47394938050984e-07	1.66152371500945e-05	-17.264838225841
2593	chr1	3473801	3474000	*	6.33272493414639e-24	9.28071141658605e-22	-38.0029892763339
2602	chr1	3489401	3489600	*	2.08143289080871e-11	1.17868707706761e-09	-29.144859961303
2603	chr1	3494401	3494600	*	9.08270400439041e-06	0.000216994798736481	-15.6098288050422
2606	chr1	3501401	3501600	*	0.000393005269520266	0.00605315907249944	-12.8028457890014
2617	chr1	3522601	3522800	*	2.04609930223311e-06	5.58011099661169e-05	-13.0256064690027
2624	chr1	3544201	3544400	*	5.63697868064284e-05	0.00110999824721044	-14.1760303664244
2634	chr1	3559001	3559200	*	1.84277643423164e-11	1.04923655688466e-09	-23.7602779386219
2680	chr1	3671801	3672000	*	8.45381339469019e-18	8.36564969236907e-16	-23.8371343898982
2686	chr1	3676401	3676600	*	1.96661484203898e-12	1.23864007973085e-10	-27.7171189703827
2699	chr1	3716401	3716600	*	8.17592342446954e-08	2.87212637534619e-06	-12.7402467010901
2708	chr1	3739601	3739800	*	7.73725797969205e-05	0.00147086498115102	-12.4631751227496
2753	chr1	3789801	3790000	*	4.94213539971889e-55	3.42866358509692e-52	-35.3796517281004
2756	chr1	3792001	3792200	*	1.92060072970229e-17	1.84796594734393e-15	-18.8125431103093
2789	chr1	3829801	3830000	*	8.6670325906902e-05	0.00162628207923739	-11.7571072220462
2820	chr1	3917401	3917600	*	6.92134666790843e-13	4.56937341080172e-11	-17.4266306139946
2845	chr1	3945801	3946000	*	5.1287688063223e-12	3.10040105429909e-10	-21.5780882854119
2871	chr1	3990601	3990800	*	6.442592381012e-16	5.53212298218038e-14	-28.3498759305211
2905	chr1	4040201	4040400	*	8.04163477024437e-07	2.36862548857656e-05	-17.9270338272295
2918	chr1	4063201	4063400	*	1.90142670057513e-09	8.47886525571589e-08	-19.6567594305131
2938	chr1	4113401	4113600	*	6.01629457939615e-13	3.99804866219072e-11	-16.5415889593435
2941	chr1	4114201	4114400	*	4.14952033821383e-28	7.56633061277128e-26	-25.6685441433682
2952	chr1	4139801	4140000	*	2.06715199982736e-06	5.63344467501164e-05	-18.2492698713395
2953	chr1	4140001	4140200	*	2.00540387963293e-06	5.4818027702335e-05	-14.1063648205543
2962	chr1	4164601	4164800	*	0.000650420769075717	0.00927011491947206	-10.6384193695751
2963	chr1	4165001	4165200	*	1.42253048086178e-06	4.00988742427678e-05	-19.1628066563733
2987	chr1	4210801	4211000	*	1.64727247996383e-05	0.000370986749449441	-17.035732628953
3001	chr1	4242801	4243000	*	1.39060685048497e-07	4.68793854016648e-06	-19.8194918339528
3002	chr1	4243001	4243200	*	2.46055713855597e-08	9.37403518265303e-07	-20.8927010034559
3005	chr1	4263201	4263400	*	2.52353110893594e-08	9.59472730105704e-07	-18.0564555846445
3007	chr1	4264001	4264200	*	1.16839393558984e-05	0.000272692355470038	-11.4980392156863
3030	chr1	4303801	4304000	*	1.85857479637639e-14	1.42081819611398e-12	-20.4223717799954
3049	chr1	4309601	4309800	*	3.0048263681186e-16	2.65130730665548e-14	-22.6589157083281
3062	chr1	4321601	4321800	*	7.88600194863896e-53	4.93131209237697e-50	-52.3823763955343
3064	chr1	4332001	4332200	*	1.79177406413502e-17	1.72658066596243e-15	-31.7116115281253
3091	chr1	4388401	4388600	*	1.37194252351252e-17	1.33475552758313e-15	-29.025974025974
3094	chr1	4408601	4408800	*	1.58564453346573e-05	0.000358480840541965	-14.4362914983628
3096	chr1	4433801	4434000	*	4.27106950174342e-17	4.00931009832711e-15	-43.1294479104618
3161	chr1	4533801	4534000	*	2.10958036416232e-09	9.34519498867239e-08	-14.2121082009446
3198	chr1	4599201	4599400	*	7.51028675326106e-08	2.6561889299264e-06	-16.3753265019088
3200	chr1	4604201	4604400	*	2.19271281188862e-05	0.000479075798782962	-15.4623154623155
3202	chr1	4604801	4605000	*	2.79631147967618e-08	1.05647728935103e-06	-10.9199329779749
3226	chr1	4633001	4633200	*	1.39597787658647e-06	3.94122539993552e-05	-13.9454059378078
3237	chr1	4651001	4651200	*	1.0294635104766e-05	0.000243377135142726	-17.5021370405363
3258	chr1	4683801	4684000	*	2.49707776305013e-13	1.72129527461978e-11	-22.8455074337427
3271	chr1	4705001	4705200	*	1.05180203566582e-05	0.000248005337794192	-20.7649613899614
3279	chr1	4719001	4719200	*	2.1138501000056e-15	1.74646743038303e-13	-24.3759926131117
3282	chr1	4725401	4725600	*	2.31547603277055e-08	8.8526127694817e-07	-20.7130730050934
3287	chr1	4746601	4746800	*	4.39380475795414e-15	3.5503270017814e-13	-27.9104347065512
3288	chr1	4746801	4747000	*	3.82860472117493e-18	3.88866063689061e-16	-35.1851851851852
3291	chr1	4756201	4756400	*	5.60552446744517e-06	0.000140362961723933	-20.1032893691403
3320	chr1	4813201	4813400	*	8.05742115643807e-19	8.58006245935215e-17	-39.0581967583187
3333	chr1	4823801	4824000	*	4.67606418087488e-05	0.000939973438580388	-13.2627118644068
3351	chr1	4851201	4851400	*	3.3130251649164e-33	7.85823533769192e-31	-36.750162536293
3371	chr1	4885001	4885200	*	2.37456645906152e-06	6.40320669287394e-05	-17.0211064918452
3382	chr1	4923401	4923600	*	3.46603813800243e-07	1.09140496993656e-05	-22.8433402346446
3383	chr1	4924801	4925000	*	1.88647845406912e-05	0.000419021002571386	-13.8080962496774
3394	chr1	4942801	4943000	*	3.34331613349733e-10	1.64490995475145e-08	-25.1030882610984
3447	chr1	5013801	5014000	*	9.00174937964883e-08	3.14107022342194e-06	-20.1755538043954
3471	chr1	5050601	5050800	*	7.62965926543743e-11	4.0502702547802e-09	-21.7213788567984
3472	chr1	5052601	5052800	*	9.82583584943566e-24	1.42321812612548e-21	-49.7958745165449
3477	chr1	5060801	5061000	*	3.67279766406874e-42	1.36168505403801e-39	-37.1467239869437
3491	chr1	5069601	5069800	*	1.53422548514017e-06	4.2929218391719e-05	-18.3969134732096
3492	chr1	5069801	5070000	*	2.86683512128636e-05	0.000608194375174746	-18.4666012145013
3495	chr1	5077001	5077200	*	1.10833590212227e-21	1.42869663339865e-19	-33.6699530965828
3512	chr1	5094401	5094600	*	3.55127997612696e-37	1.02600854578673e-34	-29.7212573074642
3531	chr1	5122201	5122400	*	1.83364787681229e-13	1.27980422992147e-11	-17.5686573429664
3603	chr1	5209001	5209200	*	3.60293897455787e-05	0.000746573868462494	-14.5759656057139
3610	chr1	5216401	5216600	*	4.30982621246582e-27	7.48300841480736e-25	-36.6845965770171
3615	chr1	5233601	5233800	*	2.11739281578803e-06	5.75919603170698e-05	-12.10128898356
3639	chr1	5272001	5272200	*	6.69375002566966e-05	0.00129374172493503	-11.064585712473
3640	chr1	5273801	5274000	*	1.63263451199515e-15	1.3596577225209e-13	-31.0752688172043
3641	chr1	5274001	5274200	*	2.94504830210424e-05	0.00062302916732404	-10.9838274932615
3648	chr1	5284001	5284200	*	1.99268038723287e-11	1.13060617588758e-09	-24.2981797375103
3666	chr1	5304001	5304200	*	8.34139677289771e-05	0.00157160339185183	-17.544427656666
3696	chr1	5362001	5362200	*	1.27736856472429e-07	4.33922636824177e-06	-12.9943392796863
3698	chr1	5363201	5363400	*	5.31701142288872e-07	1.61743999303681e-05	-15.128482445072
3723	chr1	5387401	5387600	*	2.77353317722499e-05	0.000590429683319504	-11.4436268218248
3760	chr1	5434401	5434600	*	4.1560340737749e-10	2.0226046395173e-08	-28.437443418432
3763	chr1	5442601	5442800	*	1.37745889825997e-51	8.17105810172794e-49	-61.3898189660065
3848	chr1	5552401	5552600	*	4.694362059928e-08	1.71699725290702e-06	-14.5312454094074
3858	chr1	5568201	5568400	*	2.04988767202134e-10	1.03630040247928e-08	-18.9945772359287
3859	chr1	5568401	5568600	*	1.26308910374395e-13	8.9530305913935e-12	-28.8280394304491
3879	chr1	5600201	5600400	*	3.11231107467231e-17	2.95069805997564e-15	-32.9016700054116
3885	chr1	5602401	5602600	*	6.59353626075847e-07	1.97173562643072e-05	-11.105706065293
3886	chr1	5602601	5602800	*	2.94537221870462e-17	2.79734986321414e-15	-26.437908496732
3890	chr1	5606001	5606200	*	3.49272551797106e-05	0.000725736437303685	-11.2142857142857
3915	chr1	5625401	5625600	*	2.99694875574224e-05	0.000632807929655718	-11.2839366515837
3933	chr1	5637001	5637200	*	2.83119163224663e-12	1.75547395816467e-10	-19.501312335958
3936	chr1	5642801	5643000	*	0.000140795481896509	0.00249155279899422	-10.6815007661121
4015	chr1	5776801	5777000	*	2.75802102419214e-08	1.04256984961928e-06	-20.7833682562924
4016	chr1	5787601	5787800	*	1.24062076741014e-13	8.79569894542929e-12	-37.309303824667
4018	chr1	5788401	5788600	*	1.76448295687035e-07	5.84831651139866e-06	-20.7099567099567
4019	chr1	5793801	5794000	*	0.00131399663769766	0.0167272707903434	-13.4228041936747
4077	chr1	5853801	5854000	*	0.00396852533318245	0.0410008636037822	-14.1037306642402
4095	chr1	5883401	5883600	*	5.18400733494841e-23	7.17752765454673e-21	-37.6923647420922
4127	chr1	5937201	5937400	*	2.66138283431653e-10	1.3259456695107e-08	-26.9990359454621
4133	chr1	5952401	5952600	*	2.73449622480992e-09	1.19255791740801e-07	-22.4667008196721
4155	chr1	5983001	5983200	*	1.3686681294964e-06	3.87054472983768e-05	-11.8347765545451
4157	chr1	5990201	5990400	*	3.29361328459302e-06	8.6281642788988e-05	-15.6939479847159
4163	chr1	5994601	5994800	*	1.24298144477544e-05	0.00028849670623644	-12.1988727557762
4164	chr1	6003001	6003200	*	6.57780864319899e-05	0.0012731597669988	-13.4522827282728
4203	chr1	6042601	6042800	*	0.00199002807969919	0.023548256903333	-12.4281047255326
4228	chr1	6073401	6073600	*	6.86029996993967e-19	7.33913367281983e-17	-39.4835443037975
4260	chr1	6110401	6110600	*	7.44879782322502e-06	0.000181472748079856	-20.3410059676044
4269	chr1	6124801	6125000	*	1.90981114994838e-09	8.51507880153113e-08	-21.8928277820682
4276	chr1	6146801	6147000	*	2.30510410600115e-20	2.72975738321887e-18	-30.7673335160318
4279	chr1	6154001	6154200	*	4.02764220323828e-10	1.96248392358058e-08	-27.373392810286
4280	chr1	6154601	6154800	*	2.28494617608402e-07	7.44139065399237e-06	-23.0705796749939
4292	chr1	6167801	6168000	*	1.33102913293178e-06	3.77334491038923e-05	-10.3873517786561
4333	chr1	6217801	6218000	*	0.000199496335766191	0.00337076108918387	-10.9055501460565
4373	chr1	6276401	6276600	*	2.91934008989565e-11	1.62724464019226e-09	-26.7922112922787
4395	chr1	6302401	6302600	*	2.20140377400909e-09	9.72530999877425e-08	-18.0807622504537
4439	chr1	6349601	6349800	*	7.17379043982137e-06	0.000175447116693649	-11.7866510271574
4442	chr1	6350601	6350800	*	2.12867103289128e-07	6.96472227221452e-06	-16.4307828394516
4445	chr1	6353801	6354000	*	2.02963635577279e-05	0.000447254448130122	-10.1499949326036
4454	chr1	6361001	6361200	*	1.03487615288155e-07	3.57520945829554e-06	-20.9670164917541
4527	chr1	6438601	6438800	*	7.74969713858643e-12	4.59794820324383e-10	-10.481313997609
4528	chr1	6438801	6439000	*	3.18838432133129e-07	1.01037245454933e-05	-16.0027826212654
4531	chr1	6439601	6439800	*	1.2351149196781e-07	4.20365265217123e-06	-11.0507082511714
4532	chr1	6440601	6440800	*	9.82676740708111e-31	2.06159897694642e-28	-35.3926108278139
4540	chr1	6448201	6448400	*	1.79935656677037e-05	0.00040160109258708	-12.9730910361698
4589	chr1	6515601	6515800	*	2.96974477218397e-59	2.58786352200009e-56	-65.0819093556072
4608	chr1	6562601	6562800	*	0.00157766130491549	0.0194644588976623	-13.5842648931654
4622	chr1	6583201	6583400	*	0.00131123419877765	0.0166973645869203	-11.3785581851892
4641	chr1	6624601	6624800	*	0.000248004048049064	0.00406581871957002	-11.174868702587
4648	chr1	6633001	6633200	*	0.00360640869763737	0.0380040511872356	-11.7329255861366
4659	chr1	6648401	6648600	*	6.62145645686722e-05	0.00128068787711193	-14.3004672367543
4671	chr1	6671801	6672000	*	1.27781111962154e-05	0.000295752611910647	-15.4159394997091
4695	chr1	6733401	6733600	*	6.5729295855067e-05	0.00127244394859982	-10.1296179980586
4707	chr1	6753201	6753400	*	1.75652869076241e-05	0.000392855921724522	-13.2757844332422
4734	chr1	6822401	6822600	*	1.16279819543913e-13	8.26752557286789e-12	-28.4543248737622
4743	chr1	6861601	6861800	*	1.15241022293089e-55	8.24261128664639e-53	-48.2864931524632
4744	chr1	6861801	6862000	*	3.00612762748617e-10	1.48775736965897e-08	-17.5877192982456
4757	chr1	6886601	6886800	*	6.61326651327641e-07	1.97726998619188e-05	-11.7394784232642
4775	chr1	6910801	6911000	*	5.25940249477147e-17	4.90149157210751e-15	-19.332504145937
4823	chr1	7019201	7019400	*	1.11548688742538e-11	6.50485170190159e-10	-20.2003492326073
4845	chr1	7064601	7064800	*	0.00236430663499765	0.0270705313163181	-13.4882416195241
4853	chr1	7080601	7080800	*	0.000202618898651237	0.00341687737182399	-11.142800761048
4876	chr1	7123001	7123200	*	1.9067896609139e-06	5.2343681581075e-05	-18.4024541783163
4892	chr1	7155601	7155800	*	2.22188920469486e-05	0.000484566230286587	-16.5122046730192
4893	chr1	7158801	7159000	*	0.00124141290800349	0.0159521429839185	-13.304692399034
4899	chr1	7165801	7166000	*	1.02306269674271e-40	3.5336420378676e-38	-56.0794278185583
4908	chr1	7180801	7181000	*	0.000243335673546382	0.00400105242958668	-13.9070382929452
4938	chr1	7225401	7225600	*	5.43614891618254e-17	5.05891850185047e-15	-21.3144769240482
4983	chr1	7259001	7259200	*	1.30667330640539e-05	0.000301418614385869	-13.1311055227778
4998	chr1	7303201	7303400	*	3.29394173356964e-13	2.24853872229182e-11	-21.0140693384661
4999	chr1	7303401	7303600	*	1.66280174909494e-23	2.3744345455583e-21	-33.7698502295477
5007	chr1	7313201	7313400	*	7.13138875412923e-20	8.21349224122611e-18	-41.4852099062625
5008	chr1	7315201	7315400	*	0.000699034282288157	0.00985921004071674	-10.7471475892528
5032	chr1	7336201	7336400	*	0.00267609813529591	0.0299551103493519	-11.2530827950675
5035	chr1	7339601	7339800	*	1.18079627849635e-06	3.38154876485369e-05	-14.41861663746
5051	chr1	7388201	7388400	*	1.97551351822122e-05	0.000436756802533536	-18.0005538631958
5094	chr1	7412601	7412800	*	1.19472838043515e-08	4.7532265511743e-07	-12.384290586261
5116	chr1	7441201	7441400	*	2.14778462199713e-05	0.000470435972328308	-14.8858297825849
5118	chr1	7452401	7452600	*	1.65468208347726e-20	1.98643502027497e-18	-43.1831831831832
5119	chr1	7452601	7452800	*	1.94342974002156e-37	5.69109615039993e-35	-43.4681003390563
5137	chr1	7495201	7495400	*	4.70380746698846e-08	1.72025735834822e-06	-18.6881590560691
5195	chr1	7572601	7572800	*	6.55394522804892e-12	3.92015520147175e-10	-23.2960999621356
5212	chr1	7594201	7594400	*	1.02759049684871e-07	3.55345705766381e-06	-20.652783680408
5216	chr1	7612401	7612600	*	0.00318946937197139	0.034444574000777	-11.3106746718225
5309	chr1	7677201	7677400	*	4.66077024888933e-20	5.42207224976904e-18	-20.1611940298507
5318	chr1	7699601	7699800	*	2.23411852436232e-05	0.000486970490737105	-11.781738102035
5347	chr1	7767401	7767600	*	7.99511863963038e-08	2.81289041464306e-06	-14.5773800571514
5398	chr1	7812201	7812400	*	5.15305402575243e-05	0.00102530259350405	-12.126351494594
5399	chr1	7814001	7814200	*	1.41367241056849e-05	0.000323515422634109	-19.1973164722296
5400	chr1	7814201	7814400	*	1.45568582855429e-28	2.71246614886416e-26	-43.9881597598599
5410	chr1	7831801	7832000	*	6.06240820814141e-05	0.00118396367236544	-14.5562791792538
5420	chr1	7841001	7841200	*	3.17343195738114e-07	1.00602861854684e-05	-15.4352893483328
5523	chr1	7942001	7942200	*	8.16181593795381e-10	3.81971200515412e-08	-23.1196913700318
5524	chr1	7952201	7952400	*	6.42849645747079e-10	3.04644853554342e-08	-11.3043478260869
5552	chr1	7997201	7997400	*	1.17951539855976e-11	6.86213677684567e-10	-22.6598881545501
5553	chr1	7997401	7997600	*	2.35486269470414e-20	2.78766152877179e-18	-47.1477783616512
5587	chr1	8019201	8019400	*	1.33280491203642e-12	8.53071372673837e-11	-24.6799328698154
5633	chr1	8071401	8071600	*	2.44085575780528e-06	6.56881136520391e-05	-10.3563777994158
5639	chr1	8083601	8083800	*	2.92097013465512e-07	9.32486297216175e-06	-20.2703342486507
5702	chr1	8132801	8133000	*	0.00143530907872562	0.0179757193193482	-12.2450095706864
