seqnames	start	end	width	strand	strand.1	pvalue	qvalue	meth.diff	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr1	1311002	1311200	199	*	*	4.16624647034436e-05	0.000849576042147574	-11.7425884727741	Distal Intergenic	1	1314508	1315902	1395	1	LOC_Os01g03220	LOC_Os01g03220.1	-3308
chr1	1316602	1316800	199	*	*	0.00120812229118918	0.0156012520730822	-10.5427699725037	Distal Intergenic	1	1314508	1315902	1395	1	LOC_Os01g03220	LOC_Os01g03220.1	2094
chr1	1351002	1351200	199	*	*	0.000972458868329768	0.0130246514569538	-15.0302272253492	Promoter (<=1kb)	1	1351196	1352142	947	2	LOC_Os01g03310	LOC_Os01g03310.1	942
chr1	1353002	1353200	199	*	*	6.89135857676891e-05	0.00132733227444316	-12.8039100650527	Promoter (<=1kb)	1	1351196	1352142	947	2	LOC_Os01g03310	LOC_Os01g03310.1	-860
chr1	1366202	1366400	199	*	*	4.04074090494775e-05	0.000827060968921849	-10.0590020751386	Promoter (1-2kb)	1	1366956	1367745	790	2	LOC_Os01g03360	LOC_Os01g03360.1	1345
chr1	1392002	1392200	199	*	*	0.000385626279296627	0.00595454142739074	-12.7889526299228	Promoter (<=1kb)	1	1392804	1395256	2453	1	LOC_Os01g03429	LOC_Os01g03429.1	-604
chr1	1568002	1568200	199	*	*	6.339963270247e-12	3.79919377402706e-10	-18.8255968758321	Distal Intergenic	1	1562536	1564067	1532	2	LOC_Os01g03720	LOC_Os01g03720.1	-3935
chr1	1588402	1588600	199	*	*	1.42342298856274e-09	6.46678042630292e-08	-21.2530217566479	Promoter (1-2kb)	1	1585121	1589711	4591	2	LOC_Os01g03760	LOC_Os01g03760.1	1111
chr1	1590202	1590400	199	*	*	0.00139519015062092	0.017565133157193	-10.0445632798574	Promoter (<=1kb)	1	1585121	1589711	4591	2	LOC_Os01g03760	LOC_Os01g03760.1	-491
chr1	1631402	1631600	199	*	*	3.54241595475091e-22	4.70130495754316e-20	-40.1809954751131	Distal Intergenic	1	1638337	1639752	1416	1	LOC_Os01g03840	LOC_Os01g03840.1	-6737
chr1	1664402	1664600	199	*	*	2.61849805661045e-09	1.14614378726176e-07	-19.2878215840399	Distal Intergenic	1	1670621	1672028	1408	1	LOC_Os01g03890	LOC_Os01g03890.1	-6021
chr1	1755402	1755600	199	*	*	0.00123033657598629	0.0158343577211892	-11.129069498961	Distal Intergenic	1	1751943	1754134	2192	1	LOC_Os01g04010	LOC_Os01g04010.1	3459
chr1	1770402	1770600	199	*	*	2.38461453079624e-05	0.000515809527999155	-19.857781389679	Promoter (1-2kb)	1	1771140	1772058	919	2	LOC_Os01g04040	LOC_Os01g04040.1	1458
chr1	1886002	1886200	199	*	*	0.00335339165533307	0.0358706156646944	-12.0622747143186	Distal Intergenic	1	1890089	1894034	3946	1	LOC_Os01g04250	LOC_Os01g04250.1	-3889
chr1	1905202	1905400	199	*	*	6.35347254723238e-09	2.635402225136e-07	-23.3992194384993	3' UTR	1	1901793	1905639	3847	1	LOC_Os01g04260	LOC_Os01g04260.1	3409
chr1	1924802	1925000	199	*	*	3.94264459891365e-12	2.40905114769414e-10	-19.1876306951397	Promoter (1-2kb)	1	1920288	1922986	2699	2	LOC_Os01g04290	LOC_Os01g04290.1	-1816
chr1	1925002	1925200	199	*	*	4.03775707602344e-27	7.02193733049581e-25	-27.0669069610273	Distal Intergenic	1	1920288	1922986	2699	2	LOC_Os01g04290	LOC_Os01g04290.1	-2016
chr1	1967002	1967200	199	*	*	5.91998956958036e-29	1.11988913407942e-26	-52.6968860391249	Promoter (1-2kb)	1	1965262	1965996	735	1	LOC_Os01g04380	LOC_Os01g04380.1	1740
chr1	1967202	1967400	199	*	*	1.09690109051477e-21	1.4156499895325e-19	-23.2356350389137	Promoter (1-2kb)	1	1968512	1969277	766	2	LOC_Os01g04390	LOC_Os01g04390.1	1877
chr1	1986602	1986800	199	*	*	1.01127652151057e-07	3.50041229234108e-06	-11.7045159921748	Distal Intergenic	1	1981643	1983858	2216	2	LOC_Os01g04430	LOC_Os01g04430.1	-2744
chr1	2003602	2003800	199	*	*	8.62842592634248e-05	0.00161973565456454	-14.4926248444997	Promoter (1-2kb)	1	2001951	2004566	2616	1	LOC_Os01g04470	LOC_Os01g04470.1	1651
chr1	2003802	2004000	199	*	*	4.56212054114596e-06	0.000116216305193162	-17.5738007380074	Promoter (1-2kb)	1	2001951	2004566	2616	1	LOC_Os01g04470	LOC_Os01g04470.1	1851
chr1	2119802	2120000	199	*	*	8.57589694632595e-14	6.16253945008027e-12	-28.0105401844532	Distal Intergenic	1	2122262	2122950	689	2	LOC_Os01g04690	LOC_Os01g04690.1	2950
chr1	2224202	2224400	199	*	*	0.000124249613528645	0.00223260429640971	-13.0323551542513	Distal Intergenic	1	2215554	2217176	1623	1	LOC_Os01g04800	LOC_Os01g04800.1	8648
chr1	2280202	2280400	199	*	*	3.7390918202991e-09	1.60385006820394e-07	-22.7825006014917	Exon (LOC_Os01g04900.1/LOC_Os01g04900, exon 13 of 13)	1	2280107	2284464	4358	2	LOC_Os01g04900	LOC_Os01g04900.1	4064
chr1	2324802	2325000	199	*	*	0.00344333073522974	0.0366450833100376	-10.8810953526952	Distal Intergenic	1	2342078	2342310	233	1	LOC_Os01g04970	LOC_Os01g04970.1	-17078
chr1	2327802	2328000	199	*	*	4.74679999591445e-05	0.000952935099141174	-14.5224801645607	Distal Intergenic	1	2342078	2342310	233	1	LOC_Os01g04970	LOC_Os01g04970.1	-14078
chr1	2328002	2328200	199	*	*	1.08139866694093e-05	0.000254279219634829	-12.1509351096146	Distal Intergenic	1	2342078	2342310	233	1	LOC_Os01g04970	LOC_Os01g04970.1	-13878
chr1	2347202	2347400	199	*	*	0.000594041935865082	0.00858775949668354	-13.4136851096137	Distal Intergenic	1	2342078	2342310	233	1	LOC_Os01g04970	LOC_Os01g04970.1	5124
chr1	2348402	2348600	199	*	*	9.6517973341064e-13	6.2620057056258e-11	-32.1690798051191	Distal Intergenic	1	2342078	2342310	233	1	LOC_Os01g04970	LOC_Os01g04970.1	6324
chr1	2355402	2355600	199	*	*	1.15975954183402e-20	1.40480334468331e-18	-38.2855165937678	Distal Intergenic	1	2363385	2367003	3619	2	LOC_Os01g04990	LOC_Os01g04990.1	11403
chr1	2370002	2370200	199	*	*	4.06438806230854e-07	1.26393589671916e-05	-22.5705329153605	Promoter (<=1kb)	1	2369634	2370496	863	1	LOC_Os01g05000	LOC_Os01g05000.1	368
chr1	2413402	2413600	199	*	*	7.20184893205185e-10	3.39304364118974e-08	-20.8950372029184	Distal Intergenic	1	2414230	2416332	2103	2	LOC_Os01g05120	LOC_Os01g05120.1	2732
chr1	2415002	2415200	199	*	*	6.81469967135794e-05	0.00131405460077745	-10.0684822060401	Promoter (1-2kb)	1	2414230	2416332	2103	2	LOC_Os01g05120	LOC_Os01g05120.1	1132
chr1	2421202	2421400	199	*	*	3.98871853365533e-14	2.95423674160386e-12	-36.6959064327485	Promoter (1-2kb)	1	2419921	2421512	1592	1	LOC_Os01g05140	LOC_Os01g05140.1	1281
chr1	2464202	2464400	199	*	*	0.000177554834374631	0.00304698844636991	-12.1112744543707	Promoter (1-2kb)	1	2466039	2467034	996	1	LOC_Os01g05220	LOC_Os01g05220.1	-1639
chr1	2479802	2480000	199	*	*	5.64802184105504e-21	6.97732249714262e-19	-21.7187591368926	Distal Intergenic	1	2488003	2488603	601	1	LOC_Os01g05250	LOC_Os01g05250.1	-8003
chr1	2506402	2506600	199	*	*	3.73233874623555e-08	1.38487154319112e-06	-16.9157856361648	Distal Intergenic	1	2501834	2502339	506	1	LOC_Os01g05289	LOC_Os01g05289.1	4568
chr1	2513202	2513400	199	*	*	8.13968758485392e-09	3.32092770565427e-07	-26.0613709628368	Promoter (<=1kb)	1	2513796	2514128	333	1	LOC_Os01g05310	LOC_Os01g05310.1	-396
chr1	2542202	2542400	199	*	*	0.00125805767549793	0.0161197794985916	-11.6779205094422	Promoter (<=1kb)	1	2542983	2546069	3087	1	LOC_Os01g05350	LOC_Os01g05350.1	-583
chr1	2561402	2561600	199	*	*	2.02417440110023e-11	1.14807226271339e-09	-24.6846089150547	Promoter (<=1kb)	1	2561504	2561887	384	1	LOC_Os01g05390	LOC_Os01g05390.1	0
chr1	2561602	2561800	199	*	*	2.7284212656469e-05	0.000581424555452419	-23.0884557721139	Promoter (<=1kb)	1	2561504	2561887	384	1	LOC_Os01g05390	LOC_Os01g05390.1	98
chr1	2596202	2596400	199	*	*	7.13358043122383e-15	5.66225343906604e-13	-27.807486631016	Promoter (<=1kb)	1	2593119	2597161	4043	2	LOC_Os01g05470	LOC_Os01g05470.1	761
chr1	2621402	2621600	199	*	*	9.86396842169695e-16	8.36775346879869e-14	-20.1215197286547	Exon (LOC_Os01g05500.1/LOC_Os01g05500, exon 10 of 19)	1	2613335	2626432	13098	1	LOC_Os01g05500	LOC_Os01g05500.1	8067
chr1	2621602	2621800	199	*	*	6.92205553398294e-19	7.40275001862608e-17	-23.5038418322759	Exon (LOC_Os01g05500.1/LOC_Os01g05500, exon 10 of 19)	1	2613335	2626432	13098	1	LOC_Os01g05500	LOC_Os01g05500.1	8267
chr1	2624202	2624400	199	*	*	1.28935846706189e-07	4.37765620279131e-06	-12.328861369109	Exon (LOC_Os01g05500.1/LOC_Os01g05500, exon 15 of 19)	1	2613335	2626432	13098	1	LOC_Os01g05500	LOC_Os01g05500.1	10867
chr1	2642602	2642800	199	*	*	7.94776311179269e-17	7.29958891084092e-15	-33.7058399423216	Promoter (<=1kb)	1	2642967	2643287	321	1	LOC_Os01g05520	LOC_Os01g05520.1	-167
chr1	2686202	2686400	199	*	*	0.000557004410685617	0.00813753739682797	-11.569319085659	Promoter (<=1kb)	1	2682882	2686504	3623	2	LOC_Os01g05600	LOC_Os01g05600.1	104
chr1	2695602	2695800	199	*	*	2.56564899339945e-06	6.87375548977357e-05	-12.872052570545	Exon (LOC_Os01g05620.1/LOC_Os01g05620, exon 1 of 2)	1	2694620	2698651	4032	2	LOC_Os01g05620	LOC_Os01g05620.1	2851
chr1	2697202	2697400	199	*	*	1.05872387185011e-07	3.65057486205258e-06	-19.2105787759984	Promoter (1-2kb)	1	2694620	2698651	4032	2	LOC_Os01g05620	LOC_Os01g05620.1	1251
chr1	2732602	2732800	199	*	*	1.96884582930649e-22	2.65546039187874e-20	-28.7104321284145	Promoter (<=1kb)	1	2732039	2734450	2412	1	LOC_Os01g05694	LOC_Os01g05694.1	563
chr1	2754202	2754400	199	*	*	5.62493630436765e-08	2.03116486949068e-06	-25.6279434850863	Promoter (<=1kb)	1	2755222	2761148	5927	1	LOC_Os01g05744	LOC_Os01g05744.1	-822
chr1	2835002	2835200	199	*	*	5.55270839567696e-05	0.00109553956938606	-14.871673752165	Promoter (<=1kb)	1	2833863	2834330	468	2	LOC_Os01g05900	LOC_Os01g05900.1	-672
chr1	2861402	2861600	199	*	*	4.95144245950185e-10	2.38422123458364e-08	-29.0977443609023	Distal Intergenic	1	2856481	2858786	2306	2	EVM0011292	EVM0011292.1	-2616
chr1	2861602	2861800	199	*	*	7.69942672473805e-13	5.05107530160081e-11	-34.8198573677873	Distal Intergenic	1	2856481	2858786	2306	2	EVM0011292	EVM0011292.1	-2816
chr1	2919402	2919600	199	*	*	4.19652643285131e-13	2.83474123229228e-11	-12.4675918865335	Promoter (1-2kb)	1	2920719	2921587	869	2	LOC_Os01g06090	LOC_Os01g06090.1	1987
chr1	2939202	2939400	199	*	*	4.1529871250375e-07	1.28937981866103e-05	-12.3217592080318	Promoter (1-2kb)	1	2937659	2938467	809	1	LOC_Os01g06130	LOC_Os01g06130.1	1543
chr1	2943202	2943400	199	*	*	0.000403622774210937	0.00619402659504738	-12.3905936939787	Distal Intergenic	1	2945416	2946605	1190	1	LOC_Os01g06140	LOC_Os01g06140.1	-2016
chr1	2969402	2969600	199	*	*	4.87028439413243e-05	0.000974940130953278	-11.0478284771853	Promoter (<=1kb)	1	2968174	2969164	991	2	LOC_Os01g06210	LOC_Os01g06210.1	-238
chr1	2987002	2987200	199	*	*	9.27829728978012e-07	2.70429817416423e-05	-18.2730923694779	Exon (LOC_Os01g06270.1/LOC_Os01g06270, exon 15 of 18)	1	2982814	2984391	1578	1	LOC_Os01g06260	LOC_Os01g06260.1	4188
chr1	3078002	3078200	199	*	*	0.000134750987733268	0.00239718462031143	-10.9967352109931	Exon (LOC_Os01g06510.1/LOC_Os01g06510, exon 12 of 18)	1	3074592	3079866	5275	1	LOC_Os01g06510	LOC_Os01g06510.1	3410
chr1	3079602	3079800	199	*	*	1.02750630924962e-08	4.13371681270371e-07	-19.9591928483738	3' UTR	1	3074592	3079866	5275	1	LOC_Os01g06510	LOC_Os01g06510.1	5010
chr1	3115802	3116000	199	*	*	0.00476920887748387	0.0473304310737467	-10.4747268399648	Promoter (<=1kb)	1	3114167	3116425	2259	2	LOC_Os01g06590	LOC_Os01g06590.1	425
chr1	3162002	3162200	199	*	*	3.46169192343376e-15	2.81403163784318e-13	-40.8819211409396	Promoter (1-2kb)	1	3157316	3160417	3102	2	LOC_Os01g06670	LOC_Os01g06670.1	-1585
chr1	3170802	3171000	199	*	*	6.48344961289616e-10	3.07005276249178e-08	-27.6454238634108	Distal Intergenic	1	3157316	3160417	3102	2	LOC_Os01g06670	LOC_Os01g06670.1	-10385
chr1	3171802	3172000	199	*	*	3.27219051051958e-09	1.41163053528247e-07	-24.8032632075967	Distal Intergenic	1	3157316	3160417	3102	2	LOC_Os01g06670	LOC_Os01g06670.1	-11385
chr1	3172602	3172800	199	*	*	0.0035917903453095	0.0378796371560375	-12.4732905982906	Distal Intergenic	1	3157316	3160417	3102	2	LOC_Os01g06670	LOC_Os01g06670.1	-12185
chr1	3172802	3173000	199	*	*	4.89347582405647e-30	9.87531795173003e-28	-38.6306415516598	Distal Intergenic	1	3157316	3160417	3102	2	LOC_Os01g06670	LOC_Os01g06670.1	-12385
chr1	3184602	3184800	199	*	*	1.54377309356457e-05	0.000350140917081119	-18.3477237048666	Distal Intergenic	1	3190201	3193259	3059	1	LOC_Os01g06720	LOC_Os01g06720.1	-5401
chr1	3185002	3185200	199	*	*	5.34418170322254e-09	2.24323025393658e-07	-27.1141250796963	Distal Intergenic	1	3190201	3193259	3059	1	LOC_Os01g06720	LOC_Os01g06720.1	-5001
chr1	3185202	3185400	199	*	*	4.43470741696598e-14	3.26808610031437e-12	-28.9006949475435	Distal Intergenic	1	3190201	3193259	3059	1	LOC_Os01g06720	LOC_Os01g06720.1	-4801
chr1	3185402	3185600	199	*	*	1.61683621419142e-30	3.35717180826023e-28	-48.8738314825271	Distal Intergenic	1	3190201	3193259	3059	1	LOC_Os01g06720	LOC_Os01g06720.1	-4601
chr1	3185602	3185800	199	*	*	3.32928149849206e-07	1.05172272187984e-05	-20.4033214709371	Distal Intergenic	1	3190201	3193259	3059	1	LOC_Os01g06720	LOC_Os01g06720.1	-4401
chr1	3187202	3187400	199	*	*	0.00168090874971514	0.0204934889185812	-14.20106411032	Distal Intergenic	1	3190201	3193259	3059	1	LOC_Os01g06720	LOC_Os01g06720.1	-2801
chr1	3188202	3188400	199	*	*	1.02980834577223e-05	0.000243423174137771	-16.5349212127516	Promoter (1-2kb)	1	3190201	3193259	3059	1	LOC_Os01g06720	LOC_Os01g06720.1	-1801
chr1	3199002	3199200	199	*	*	0.000380614695955293	0.00588896983053135	-11.9033644272089	Downstream (<=300bp)	1	3195784	3198864	3081	1	LOC_Os01g06730	LOC_Os01g06730.1	3218
chr1	3199202	3199400	199	*	*	1.02991272323568e-35	2.74949182162085e-33	-52.753976193583	Distal Intergenic	1	3195784	3198864	3081	1	LOC_Os01g06730	LOC_Os01g06730.1	3418
chr1	3218002	3218200	199	*	*	3.62742498125107e-28	6.62928604531589e-26	-31.5548171551004	Downstream (<=300bp)	1	3214880	3217909	3030	1	LOC_Os01g06760	LOC_Os01g06760.1	3122
chr1	3278602	3278800	199	*	*	4.0835085904637e-46	1.88595612716229e-43	-50.1284238886394	Distal Intergenic	1	3273683	3276760	3078	1	LOC_Os01g06890	LOC_Os01g06890.1	4919
chr1	3308202	3308400	199	*	*	4.35613376493226e-05	0.000883615930010906	-11.2053968906239	Promoter (<=1kb)	1	3307226	3307730	505	2	LOC_Os01g06970	LOC_Os01g06970.1	-472
chr1	3309202	3309400	199	*	*	3.53748041968712e-05	0.000734092216617579	-17.1952780543308	Promoter (<=1kb)	1	3308865	3309453	589	2	LOC_Os01g06980	LOC_Os01g06980.1	53
chr1	3311202	3311400	199	*	*	9.94164476037734e-09	4.00755991881481e-07	-21.995858752901	Promoter (1-2kb)	1	3312091	3312651	561	2	LOC_Os01g06990	LOC_Os01g06990.1	1251
chr1	3324202	3324400	199	*	*	3.2657213865176e-20	3.83642624038336e-18	-28.3852392360272	Distal Intergenic	1	3326911	3327447	537	2	LOC_Os01g07030	LOC_Os01g07030.1	3047
chr1	3329202	3329400	199	*	*	0.000682441501529513	0.00965678139480664	-11.5254237288136	Promoter (<=1kb)	1	3329243	3329806	564	2	LOC_Os01g07040	LOC_Os01g07040.1	406
chr1	3380202	3380400	199	*	*	3.31185443704529e-06	8.67177470595016e-05	-12.665587213211	Promoter (1-2kb)	1	3375947	3381888	5942	2	LOC_Os01g07140	LOC_Os01g07140.1	1488
chr1	3380402	3380600	199	*	*	6.13662416929046e-10	2.91711065389691e-08	-19.9704006241109	Promoter (1-2kb)	1	3375947	3381888	5942	2	LOC_Os01g07140	LOC_Os01g07140.1	1288
chr1	3394402	3394600	199	*	*	0.0013432137354215	0.0170335033950433	-12.3756264071465	Promoter (1-2kb)	1	3394967	3396298	1332	2	LOC_Os01g07160	LOC_Os01g07160.1	1698
chr1	3397002	3397200	199	*	*	1.26345152902264e-06	3.59944390896029e-05	-18.8870390705253	Promoter (<=1kb)	1	3394967	3396298	1332	2	LOC_Os01g07160	LOC_Os01g07160.1	-704
chr1	3399202	3399400	199	*	*	1.02791517978527e-22	1.40872262825571e-20	-39.2670157068063	Distal Intergenic	1	3394967	3396298	1332	2	LOC_Os01g07160	LOC_Os01g07160.1	-2904
chr1	3403802	3404000	199	*	*	5.89174147134561e-05	0.00115432890179855	-12.4225173940544	Promoter (1-2kb)	1	3401246	3405095	3850	2	LOC_Os01g07170	LOC_Os01g07170.1	1095
chr1	3417002	3417200	199	*	*	1.24330971261644e-20	1.50259100433038e-18	-48.1026066132449	Promoter (1-2kb)	1	3415619	3421911	6293	1	LOC_Os01g07212	LOC_Os01g07212.1	1383
chr1	3421402	3421600	199	*	*	0.000786410902860315	0.0108854706559098	-13.8579681555587	Exon (LOC_Os01g07212.1/LOC_Os01g07212, exon 9 of 10)	1	3415619	3421911	6293	1	LOC_Os01g07212	LOC_Os01g07212.1	5783
chr1	3443002	3443200	199	*	*	0.000244627495754963	0.00401922700636664	-16.4374060802219	Exon (LOC_Os01g07260.1/LOC_Os01g07260, exon 2 of 14)	1	3439989	3445487	5499	2	LOC_Os01g07260	LOC_Os01g07260.1	2287
chr1	3450602	3450800	199	*	*	1.53068470962243e-15	1.27705672710164e-13	-16.761326250026	Promoter (<=1kb)	1	3445936	3449948	4013	2	LOC_Os01g07280	LOC_Os01g07280.1	-654
chr1	3458202	3458400	199	*	*	5.47394938050984e-07	1.66152371500945e-05	-17.264838225841	Promoter (1-2kb)	1	3459553	3460629	1077	1	LOC_Os01g07300	LOC_Os01g07300.1	-1153
chr1	3473802	3474000	199	*	*	6.33272493414639e-24	9.28071141658605e-22	-38.0029892763339	Exon (LOC_Os01g07330.1/LOC_Os01g07330, exon 8 of 14)	1	3471290	3477280	5991	2	LOC_Os01g07330	LOC_Os01g07330.1	3280
chr1	3489402	3489600	199	*	*	2.08143289080871e-11	1.17868707706761e-09	-29.144859961303	Promoter (1-2kb)	1	3488055	3491458	3404	2	LOC_Os01g07360	LOC_Os01g07360.1	1858
chr1	3494402	3494600	199	*	*	9.08270400439041e-06	0.000216994798736481	-15.6098288050422	Promoter (1-2kb)	1	3493000	3493212	213	2	LOC_Os01g07364	LOC_Os01g07364.1	-1190
chr1	3501402	3501600	199	*	*	0.000393005269520266	0.00605315907249944	-12.8028457890014	Distal Intergenic	1	3493655	3498838	5184	2	LOC_Os01g07370	LOC_Os01g07370.1	-2564
chr1	3522602	3522800	199	*	*	2.04609930223311e-06	5.58011099661169e-05	-13.0256064690027	Intron (LOC_Os01g07400.1/LOC_Os01g07400, intron 3 of 4)	1	3519987	3524787	4801	1	LOC_Os01g07400	LOC_Os01g07400.1	2615
chr1	3544202	3544400	199	*	*	5.63697868064284e-05	0.00110999824721044	-14.1760303664244	Distal Intergenic	1	3547160	3548076	917	1	LOC_Os01g07450	LOC_Os01g07450.1	-2760
chr1	3559002	3559200	199	*	*	1.84277643423164e-11	1.04923655688466e-09	-23.7602779386219	Distal Intergenic	1	3555166	3555597	432	1	LOC_Os01g07470	LOC_Os01g07470.1	3836
chr1	3671802	3672000	199	*	*	8.45381339469019e-18	8.36564969236907e-16	-23.8371343898982	Distal Intergenic	1	3676129	3683992	7864	1	LOC_Os01g07610	LOC_Os01g07610.1	-4129
chr1	3676402	3676600	199	*	*	1.96661484203898e-12	1.23864007973085e-10	-27.7171189703827	Promoter (<=1kb)	1	3676129	3683992	7864	1	LOC_Os01g07610	LOC_Os01g07610.1	273
chr1	3716402	3716600	199	*	*	8.17592342446954e-08	2.87212637534619e-06	-12.7402467010901	Promoter (<=1kb)	1	3716769	3719044	2276	1	LOC_Os01g07710	LOC_Os01g07710.1	-169
chr1	3739602	3739800	199	*	*	7.73725797969205e-05	0.00147086498115102	-12.4631751227496	Exon (LOC_Os01g07760.1/LOC_Os01g07760, exon 3 of 3)	1	3734442	3737510	3069	2	LOC_Os01g07750	LOC_Os01g07750.1	-2092
chr1	3789802	3790000	199	*	*	4.94213539971889e-55	3.42866358509692e-52	-35.3796517281004	Distal Intergenic	1	3795074	3797120	2047	1	LOC_Os01g07850	LOC_Os01g07850.1	-5074
