seqnames	start	end	width	strand	strand.1	pvalue	qvalue	meth.diff	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr1	4962202	4962400	199	*	*	2.76810571914093e-08	1.04618762531088e-06	16.2322173950081	Distal Intergenic	1	4965279	4967286	2008	2	LOC_Os01g09620	LOC_Os01g09620.1	4886
chr1	4986602	4986800	199	*	*	1.1674309887558e-06	3.34564433058482e-05	10.208143767061	Distal Intergenic	1	4987184	4989719	2536	2	LOC_Os01g09640	LOC_Os01g09640.1	2919
chr1	5034402	5034600	199	*	*	4.68010353087173e-07	1.44072004455781e-05	22.3846396965866	Promoter (1-2kb)	1	5033967	5036352	2386	2	LOC_Os01g09740	LOC_Os01g09740.1	1752
chr1	5182402	5182600	199	*	*	0.00190743322543544	0.0227381857600912	11.5547924545813	Intron (LOC_Os01g09930.1/LOC_Os01g09930, intron 3 of 5)	1	5179500	5184633	5134	1	LOC_Os01g09930	LOC_Os01g09930.1	2902
chr1	5269802	5270000	199	*	*	0.000243139360988837	0.00399823125212002	13.4609225549006	Promoter (1-2kb)	1	5268090	5269325	1236	1	LOC_Os01g10060	LOC_Os01g10060.1	1712
chr1	5413802	5414000	199	*	*	0.00352582616522642	0.0373393243110803	10.3343099691984	Distal Intergenic	1	5405985	5410840	4856	2	LOC_Os01g10250	LOC_Os01g10250.1	-2962
chr1	5422002	5422200	199	*	*	0.00114451477154134	0.0149162898842057	10.4461501559127	Promoter (<=1kb)	1	5422424	5436334	13911	1	LOC_Os01g10280	LOC_Os01g10280.1	-224
chr1	5600802	5601000	199	*	*	4.36255133630192e-08	1.60398251386231e-06	17.0966156869971	Promoter (<=1kb)	1	5596482	5601790	5309	2	LOC_Os01g10520	LOC_Os01g10520.1	790
chr1	5649802	5650000	199	*	*	0.000556350803623824	0.00812909059654709	14.9945325314379	Distal Intergenic	1	5656308	5658048	1741	1	LOC_Os01g10580	LOC_Os01g10580.1	-6308
chr1	5650202	5650400	199	*	*	9.96628531021204e-07	2.8915275683652e-05	13.9357122742085	Distal Intergenic	1	5656308	5658048	1741	1	LOC_Os01g10580	LOC_Os01g10580.1	-5908
chr1	5701802	5702000	199	*	*	1.43671525506212e-05	0.000328161527002805	15.3932172672412	Promoter (<=1kb)	1	5702142	5702992	851	1	LOC_Os01g10640	LOC_Os01g10640.1	-142
chr1	5795802	5796000	199	*	*	7.97785820440323e-07	2.35155436364647e-05	10.9406026072693	Promoter (<=1kb)	1	5789866	5795144	5279	2	LOC_Os01g10840	LOC_Os01g10840.1	-658
chr1	5958202	5958400	199	*	*	0.00219022314418707	0.0254504912513674	11.2103174603175	Distal Intergenic	1	5951195	5956166	4972	2	LOC_Os01g11120	LOC_Os01g11120.1	-2036
chr1	6033402	6033600	199	*	*	1.56492169224695e-09	7.07690662710034e-08	13.3565621370499	Distal Intergenic	1	6034393	6038079	3687	2	LOC_Os01g11250	LOC_Os01g11250.1	4479
chr1	6065002	6065200	199	*	*	2.35830741645748e-06	6.36307809676706e-05	17.6534806062163	Distal Intergenic	1	6054076	6055644	1569	2	LOC_Os01g11280	LOC_Os01g11280.1	-9358
chr1	6254202	6254400	199	*	*	9.61965208613555e-18	9.47293668301184e-16	32.2838512224925	Distal Intergenic	1	6259240	6261853	2614	2	LOC_Os01g11570	LOC_Os01g11570.1	7453
chr1	6254802	6255000	199	*	*	3.19488223885328e-14	2.39093219596916e-12	23.4281283134723	Distal Intergenic	1	6259240	6261853	2614	2	LOC_Os01g11570	LOC_Os01g11570.1	6853
chr1	6255202	6255400	199	*	*	3.08097777244874e-08	1.15820721471792e-06	22.2267460068901	Distal Intergenic	1	6259240	6261853	2614	2	LOC_Os01g11570	LOC_Os01g11570.1	6453
chr1	6331802	6332000	199	*	*	4.33336792431964e-08	1.59397773907355e-06	13.1340579710145	Promoter (1-2kb)	1	6328690	6330403	1714	2	LOC_Os01g11704	LOC_Os01g11704.1	-1399
chr1	6334202	6334400	199	*	*	0.000303160087571296	0.00484092944477757	10.8752363401383	Promoter (1-2kb)	1	6335990	6339217	3228	1	LOC_Os01g11710	LOC_Os01g11710.1	-1590
chr1	6359002	6359200	199	*	*	9.40430147043971e-14	6.73387328983495e-12	18.1324092976613	Promoter (1-2kb)	1	6357590	6361123	3534	1	LOC_Os01g11730	LOC_Os01g11730.1	1412
chr1	6385602	6385800	199	*	*	0.000261020747520543	0.00425333425029503	15.8774774774775	Promoter (<=1kb)	1	6384792	6385271	480	2	LOC_Os01g11770	LOC_Os01g11770.1	-331
chr1	6412402	6412600	199	*	*	0.000319127468214031	0.00506289337141579	12.9245466952622	Promoter (1-2kb)	1	6411241	6412169	929	1	LOC_Os01g11820	LOC_Os01g11820.1	1161
chr1	6505802	6506000	199	*	*	0.000156820418145341	0.00273914992808746	11.2238994100569	Distal Intergenic	1	6511336	6516180	4845	1	LOC_Os01g11940	LOC_Os01g11940.1	-5336
chr1	6628002	6628200	199	*	*	0.000245323280983573	0.00402931168504956	12.2080791079318	Distal Intergenic	1	6628896	6630910	2015	2	LOC_Os01g12130	LOC_Os01g12130.1	2710
chr1	6892202	6892400	199	*	*	0.000835493636688211	0.011451611118549	13.8865851130002	Promoter (1-2kb)	1	6893252	6893464	213	2	LOC_Os01g12510	LOC_Os01g12510.1	1064
chr1	7052402	7052600	199	*	*	4.07225501467105e-14	3.01403637359265e-12	24.3881856540084	Distal Intergenic	1	7055627	7060492	4866	1	LOC_Os01g12720	LOC_Os01g12720.1	-3027
chr1	7102402	7102600	199	*	*	0.00303395890489088	0.0331202883380835	10.580636308392	Exon (LOC_Os01g12790.1/LOC_Os01g12790, exon 4 of 5)	1	7103869	7106846	2978	2	LOC_Os01g12800	LOC_Os01g12800.1	4246
chr1	7183602	7183800	199	*	*	0.00122584396105596	0.0157891780534526	10.4939014604397	Promoter (1-2kb)	1	7182455	7185231	2777	2	LOC_Os01g12900	LOC_Os01g12900.1	1431
chr1	7206202	7206400	199	*	*	0.000123870003596583	0.00222640191857544	14.9977831588281	Promoter (<=1kb)	1	7203296	7205851	2556	2	LOC_Os01g12940	LOC_Os01g12940.1	-351
chr1	7249202	7249400	199	*	*	0.000464367354076922	0.00697874039630056	11.0618500273673	Distal Intergenic	1	7253821	7254259	439	2	LOC_Os01g13010	LOC_Os01g13010.1	4859
chr1	7305202	7305400	199	*	*	2.39174804554969e-11	1.34522466099533e-09	22.6167232597623	Promoter (<=1kb)	1	7305772	7312334	6563	1	LOC_Os01g13100	LOC_Os01g13100.1	-372
chr1	7417802	7418000	199	*	*	5.16349521775304e-06	0.000130120920236288	17.2209119496855	Promoter (1-2kb)	1	7419712	7421979	2268	1	LOC_Os01g13270	LOC_Os01g13270.1	-1712
chr1	7504002	7504200	199	*	*	2.80362917317983e-22	3.75162820683142e-20	26.7992869698695	Promoter (1-2kb)	1	7502900	7503373	474	1	LOC_Os01g13440	LOC_Os01g13440.1	1102
chr1	7619602	7619800	199	*	*	5.31821466889107e-08	1.92772842699525e-06	16.2417119328836	Promoter (1-2kb)	1	7620730	7621249	520	2	LOC_Os01g13590	LOC_Os01g13590.1	1449
chr1	7704402	7704600	199	*	*	5.5261329635208e-06	0.000138503720455908	18.0438104941416	Distal Intergenic	1	7697059	7704032	6974	1	LOC_Os01g13730	LOC_Os01g13730.1	7343
chr1	7774802	7775000	199	*	*	5.31183085520077e-05	0.00105283375787321	11.986931986932	Promoter (<=1kb)	1	7774062	7778519	4458	1	LOC_Os01g13830	LOC_Os01g13830.1	740
chr1	7798602	7798800	199	*	*	9.76458844938556e-08	3.38751154481482e-06	17.9029724222675	Promoter (<=1kb)	1	7798470	7799273	804	1	LOC_Os01g13880	LOC_Os01g13880.1	132
chr1	7817002	7817200	199	*	*	8.70572814805868e-09	3.5380264020958e-07	15.2261721163109	Distal Intergenic	1	7814477	7814899	423	2	LOC_Os01g13920	LOC_Os01g13920.1	-2103
chr1	7901202	7901400	199	*	*	0.000685243030841591	0.00969175776672307	13.3603766751177	Promoter (<=1kb)	1	7898208	7901084	2877	2	LOC_Os01g14080	LOC_Os01g14080.1	-118
chr1	7997002	7997200	199	*	*	3.39139949006289e-07	1.06936051742781e-05	12.7303570051662	Promoter (1-2kb)	1	7998973	7999908	936	1	LOC_Os01g14230	LOC_Os01g14230.1	-1773
chr1	8030602	8030800	199	*	*	0.000396374559859537	0.00609866155240108	14.6067415730337	Distal Intergenic	1	8034966	8037449	2484	2	LOC_Os01g14310	LOC_Os01g14310.1	6649
chr1	8034602	8034800	199	*	*	0.000475145336472206	0.00711590811461447	10.4519774011299	Distal Intergenic	1	8034966	8037449	2484	2	LOC_Os01g14310	LOC_Os01g14310.1	2649
chr1	8073402	8073600	199	*	*	1.71835429183712e-06	4.76605802284354e-05	19.8367335776404	Promoter (<=1kb)	1	8065740	8074075	8336	2	LOC_Os01g14370	LOC_Os01g14370.1	475
chr1	8329802	8330000	199	*	*	8.77284319310034e-05	0.00164283933020542	11.1508100709807	Distal Intergenic	1	8324224	8325068	845	2	LOC_Os01g14850	LOC_Os01g14850.1	-4734
chr1	8365802	8366000	199	*	*	5.572028923637e-05	0.00109874798883504	15.7172995780591	Promoter (<=1kb)	1	8366455	8369389	2935	1	LOC_Os01g14900	LOC_Os01g14900.1	-455
chr1	8503602	8503800	199	*	*	5.23018645785102e-07	1.59487086340898e-05	16.1845831055161	Promoter (1-2kb)	1	8504983	8508409	3427	1	LOC_Os01g15120	LOC_Os01g15120.1	-1183
chr1	8517402	8517600	199	*	*	1.96238475218031e-08	7.57341572930498e-07	19.2250233426704	Distal Intergenic	1	8515034	8515405	372	1	LOC_Os01g15150	LOC_Os01g15150.1	2368
chr1	8593602	8593800	199	*	*	1.78863296068801e-15	1.48345899697977e-13	15.917635241785	Promoter (<=1kb)	1	8589325	8593104	3780	2	LOC_Os01g15310	LOC_Os01g15310.1	-498
chr1	8619202	8619400	199	*	*	4.18841443552748e-05	0.000853450524849112	15.6040125091854	Promoter (1-2kb)	1	8612338	8617995	5658	2	LOC_Os01g15350	LOC_Os01g15350.1	-1207
chr1	8730602	8730800	199	*	*	5.40551398637665e-14	3.95376523209276e-12	22.1299810246679	Distal Intergenic	1	8719578	8727153	7576	2	LOC_Os01g15490	LOC_Os01g15490.1	-3449
chr1	8767602	8767800	199	*	*	1.50264827363899e-07	5.04198755961235e-06	13.7919896640827	Distal Intergenic	1	8764692	8765543	852	2	LOC_Os01g15550	LOC_Os01g15550.1	-2059
chr1	8814402	8814600	199	*	*	0.000813383345822723	0.011202225937	10.2838338132456	Promoter (1-2kb)	1	8811466	8816233	4768	2	LOC_Os01g15640	LOC_Os01g15640.1	1633
chr1	8966802	8967000	199	*	*	3.69519247885833e-07	1.15826008482704e-05	11.6161094617271	Distal Intergenic	1	8968883	8972172	3290	2	LOC_Os01g15900	LOC_Os01g15900.1	5172
chr1	9029202	9029400	199	*	*	0.00103131000559568	0.0136864328660172	10.9564297547053	Promoter (1-2kb)	1	9023647	9027770	4124	2	LOC_Os01g16000	LOC_Os01g16000.1	-1432
chr1	9123802	9124000	199	*	*	0.000914839641496591	0.0123702852720527	12.4815125714514	Distal Intergenic	1	9133522	9133773	252	1	LOC_Os01g16140	LOC_Os01g16140.1	-9522
chr1	9189802	9190000	199	*	*	0.00367919116768053	0.03861119072174	10.1937069675852	Promoter (1-2kb)	1	9191146	9192417	1272	1	LOC_Os01g16200	LOC_Os01g16200.1	-1146
chr1	9274802	9275000	199	*	*	0.000595125509213705	0.00860002883627613	13.8888888888889	Promoter (1-2kb)	1	9273594	9276182	2589	2	LOC_Os01g16320	LOC_Os01g16320.1	1182
chr1	9698802	9699000	199	*	*	2.03595818173365e-07	6.68166482823715e-06	10.5635652805464	Promoter (<=1kb)	1	9699525	9700353	829	1	LOC_Os01g16920	LOC_Os01g16920.1	-525
chr1	9699002	9699200	199	*	*	0.0013661204810844	0.0172677419908532	13.823754789272	Promoter (<=1kb)	1	9699525	9700353	829	1	LOC_Os01g16920	LOC_Os01g16920.1	-325
chr1	9842402	9842600	199	*	*	0.000216685834918865	0.00361956130785474	17.1584370400107	Downstream (<=300bp)	1	9836420	9842395	5976	1	LOC_Os01g17070	LOC_Os01g17070.1	5982
chr1	9914602	9914800	199	*	*	3.80115664014263e-05	0.000782929989367286	11.1676431287902	Intron (LOC_Os01g17214.1/LOC_Os01g17214, intron 1 of 16)	1	9908997	9922384	13388	2	LOC_Os01g17214	LOC_Os01g17214.1	7584
chr1	10268602	10268800	199	*	*	0.00133459462365144	0.0169454462090902	11.1111111111111	Promoter (1-2kb)	1	10266246	10267336	1091	2	LOC_Os01g18250	LOC_Os01g18250.1	-1266
chr1	10270402	10270600	199	*	*	0.00387059129417467	0.0401854472270115	14.7143198661248	Distal Intergenic	1	10266246	10267336	1091	2	LOC_Os01g18250	LOC_Os01g18250.1	-3066
chr1	10361402	10361600	199	*	*	4.69845673282565e-07	1.445819199005e-05	10.2572087658593	Distal Intergenic	1	10364920	10368894	3975	2	LOC_Os01g18390	LOC_Os01g18390.1	7294
chr1	10367202	10367400	199	*	*	3.66696696594377e-06	9.52365314813692e-05	19.1550387596899	Promoter (1-2kb)	1	10364920	10368894	3975	2	LOC_Os01g18390	LOC_Os01g18390.1	1494
chr1	10368002	10368200	199	*	*	8.44330833006959e-06	0.000202994091009728	15.5548402671602	Promoter (<=1kb)	1	10364920	10368894	3975	2	LOC_Os01g18390	LOC_Os01g18390.1	694
chr1	10393602	10393800	199	*	*	1.87003636770565e-05	0.000415768832709472	13.8679245283019	Distal Intergenic	1	10397792	10398712	921	1	LOC_Os01g18440	LOC_Os01g18440.1	-3992
chr1	10400202	10400400	199	*	*	0.002738643671794	0.0305136484798579	12.4634935669745	Promoter (1-2kb)	1	10401039	10402059	1021	2	LOC_Os01g18450	LOC_Os01g18450.1	1659
chr1	10407202	10407400	199	*	*	7.62608530148717e-08	2.69096174201144e-06	14.1774891774892	Promoter (<=1kb)	1	10407316	10408318	1003	2	LOC_Os01g18460	LOC_Os01g18460.1	918
chr1	10433002	10433200	199	*	*	0.000608140698551859	0.00875913584985019	10.1973684210526	Promoter (1-2kb)	1	10431321	10431611	291	2	LOC_Os01g18490	LOC_Os01g18490.1	-1391
chr1	10536402	10536600	199	*	*	0.00034457836124211	0.00540644182744774	13.7492915170981	Distal Intergenic	1	10540439	10544901	4463	1	LOC_Os01g18660	LOC_Os01g18660.1	-3839
chr1	10536602	10536800	199	*	*	0.000486153539614818	0.00725690194226767	13.8044803093347	Distal Intergenic	1	10540439	10544901	4463	1	LOC_Os01g18660	LOC_Os01g18660.1	-3639
chr1	10728602	10728800	199	*	*	0.000341669284056853	0.00536783214536584	11.9021266503281	Promoter (<=1kb)	1	10725184	10727771	2588	2	LOC_Os01g18920	LOC_Os01g18920.1	-831
chr1	10872402	10872600	199	*	*	1.44967569090929e-31	3.16882922289426e-29	42.0011125017383	Distal Intergenic	1	10861791	10864162	2372	1	LOC_Os01g19170	LOC_Os01g19170.1	10611
chr1	10920602	10920800	199	*	*	0.00211932128649987	0.0247771128339152	10.3554845769379	Distal Intergenic	1	10918014	10918328	315	1	LOC_Os01g19250	LOC_Os01g19250.1	2588
chr1	10923602	10923800	199	*	*	7.30283606604394e-05	0.00139751093220866	13.4193392814082	Promoter (<=1kb)	1	10924058	10925922	1865	1	LOC_Os01g19260	LOC_Os01g19260.1	-258
chr1	10938602	10938800	199	*	*	0.000357331693173061	0.00558000267485278	10.6970995001283	Distal Intergenic	1	10943725	10946632	2908	1	LOC_Os01g19290	LOC_Os01g19290.1	-4925
chr1	10952202	10952400	199	*	*	0.00100883601085092	0.0134367201566818	14.1543859649123	Distal Intergenic	1	10943725	10946632	2908	1	LOC_Os01g19290	LOC_Os01g19290.1	8477
chr1	10970002	10970200	199	*	*	3.45839359171477e-06	9.0218192139134e-05	16.8573796652523	Distal Intergenic	1	10967137	10968276	1140	1	LOC_Os01g19330	LOC_Os01g19330.1	2865
chr1	11143202	11143400	199	*	*	1.65140380400996e-08	6.44402059771248e-07	13.2218442217306	Intron (LOC_Os01g19610.1/LOC_Os01g19610, intron 1 of 1)	1	11142325	11146197	3873	2	LOC_Os01g19610	LOC_Os01g19610.1	2797
chr1	11221602	11221800	199	*	*	9.87684792058162e-08	3.42535367663704e-06	15.1884563456346	Distal Intergenic	1	11231798	11232299	502	2	LOC_Os01g19730	LOC_Os01g19730.1	10499
chr1	11293202	11293400	199	*	*	9.88213350259924e-07	2.86891477051094e-05	13.1596166835529	Promoter (1-2kb)	1	11286791	11294666	7876	2	LOC_Os01g19850	LOC_Os01g19850.1	1266
chr1	11318402	11318600	199	*	*	0.00029357546281147	0.00471045012056244	12.8342459730605	Distal Intergenic	1	11316353	11317052	700	1	LOC_Os01g19880	LOC_Os01g19880.1	2049
chr1	11354602	11354800	199	*	*	0.00256943520073552	0.0289615950938962	16.0287987874195	Promoter (<=1kb)	1	11354818	11355729	912	2	LOC_Os01g19950	LOC_Os01g19950.1	929
chr1	11375602	11375800	199	*	*	6.24947408803218e-09	2.59492747489876e-07	16.2609351432881	Distal Intergenic	1	11383488	11390008	6521	1	LOC_Os01g19970	LOC_Os01g19970.1	-7688
chr1	11459002	11459200	199	*	*	0.000117001960128414	0.00211791162909169	10.8393113342898	Distal Intergenic	1	11459529	11464152	4624	2	LOC_Os01g20120	LOC_Os01g20120.1	4952
chr1	11504202	11504400	199	*	*	1.22748549474024e-06	3.50315441087376e-05	16.7804621848739	Distal Intergenic	1	11492290	11496543	4254	2	LOC_Os01g20160	LOC_Os01g20160.1	-7659
chr1	11528402	11528600	199	*	*	2.80130555792176e-06	7.44649043316088e-05	10.180215264961	Distal Intergenic	1	11537263	11542410	5148	2	LOC_Os01g20181	LOC_Os01g20181.1	13810
chr1	11593002	11593200	199	*	*	0.00134115824205937	0.0170114140981056	11.5855419946559	Promoter (1-2kb)	1	11590540	11591435	896	2	LOC_Os01g20730	LOC_Os01g20730.1	-1567
chr1	11717802	11718000	199	*	*	0.000305572129648895	0.00487511333192465	10.9057499425771	Distal Intergenic	1	11714888	11715686	799	2	LOC_Os01g20894	LOC_Os01g20894.1	-2116
chr1	11719802	11720000	199	*	*	0.000412338127227039	0.00631004375415429	13.5676777833641	Promoter (<=1kb)	1	11720726	11733307	12582	1	LOC_Os01g20900	LOC_Os01g20900.1	-726
chr1	11941402	11941600	199	*	*	4.62080353723211e-10	2.23232654593509e-08	15.4149159663866	Distal Intergenic	1	11945550	11949342	3793	1	LOC_Os01g21300	LOC_Os01g21300.1	-3950
chr1	12212802	12213000	199	*	*	5.43314525933452e-06	0.00013631050959516	12.1871628910464	Promoter (<=1kb)	1	12211991	12212301	311	2	LOC_Os01g21680	LOC_Os01g21680.1	-501
chr1	12268202	12268400	199	*	*	1.87122544827763e-07	6.17867307666306e-06	18.9187425214837	Promoter (<=1kb)	1	12268569	12272520	3952	1	LOC_Os01g21780	LOC_Os01g21780.1	-169
chr1	12278202	12278400	199	*	*	1.84926058729395e-06	5.09157552013817e-05	17.0132839721254	Promoter (<=1kb)	1	12279383	12279777	395	1	LOC_Os01g21800	LOC_Os01g21800.1	-983
chr1	12365402	12365600	199	*	*	1.75710065862802e-06	4.86143044926335e-05	10.2824939363675	Promoter (<=1kb)	1	12364991	12365477	487	1	LOC_Os01g21950	LOC_Os01g21950.1	411
chr1	12382202	12382400	199	*	*	0.00471689034398516	0.0469318299643926	16.4954870837224	Exon (LOC_Os01g21970.1/LOC_Os01g21970, exon 5 of 8)	1	12381025	12385356	4332	2	LOC_Os01g21970	LOC_Os01g21970.1	2956
chr1	12448002	12448200	199	*	*	1.75259310296771e-09	7.85636283007728e-08	24.4734299516908	Promoter (1-2kb)	1	12446358	12449844	3487	1	LOC_Os01g22080	LOC_Os01g22080.1	1644
chr1	12464602	12464800	199	*	*	4.48329365922313e-07	1.38488148177669e-05	18.5610010427529	Distal Intergenic	1	12451750	12455171	3422	2	LOC_Os01g22090	LOC_Os01g22090.1	-9431
chr1	12551202	12551400	199	*	*	0.000267533894276927	0.00434632188726041	12.3694575022233	Promoter (1-2kb)	1	12549481	12553767	4287	1	LOC_Os01g22230	LOC_Os01g22230.1	1721
chr1	12604802	12605000	199	*	*	3.79424269159869e-07	1.1862021863577e-05	17.5116870820759	Intron (LOC_Os01g22336.1/LOC_Os01g22336, intron 1 of 2)	1	12600895	12606874	5980	1	LOC_Os01g22336	LOC_Os01g22336.1	3907
